	gene.list	gene.scores
14944	ZNF420	-0.094900751
14945	TTC35	-0.094903683
14946	HAUS3	-0.095020723
14947	BCKDHB	-0.09503351
14948	KIAA1383	-0.09504248
14949	ZNF536	-0.095090679
14950	CPT1A	-0.095128292
14951	C1D	-0.095131946
14952	VPS13D	-0.095132163
14953	PNKP	-0.095161782
14954	C1orf183	-0.095173593
14955	USP54	-0.095174445
14956	ERVFRD-1	-0.09517522
14957	C18orf54	-0.09522952
14958	VAMP7	-0.095246708
14959	C2orf69	-0.095283075
14960	LOC692247	-0.095283887
14961	LEFTY1	-0.095304679
14962	LOC100129858	-0.095306864
14963	FBXO32	-0.09532545
14964	ZKSCAN3	-0.09535966
14965	ZNF16	-0.095364921
14966	LINC00476	-0.09539455
14967	NRSN1	-0.09541358
14968	SLC6A20	-0.095434705
14969	KLHL1	-0.095455539
14970	CXXC1P1	-0.095457352
14971	DPY19L1P1	-0.095468398
14972	L1TD1	-0.095531259
14973	ZBTB6	-0.0955384
14974	FAM108B1	-0.095547106
14975	PCDHA9	-0.095603225
14976	RASL11B	-0.095611569
14977	TMEM136	-0.095615781
14978	ATP6V1B1	-0.095621913
14979	KLHDC7A	-0.095672924
14980	CELF5	-0.095713681
14981	C19orf69	-0.095752452
14982	KIAA0825	-0.095762256
14983	CHRNA9	-0.095785217
14984	DIP2B	-0.095787887
14985	TTC39C	-0.095789022
14986	CCNA1	-0.095804573
14987	STK36	-0.095810571
14988	PLEKHA5	-0.095824827
14989	MAGI3	-0.095851166
14990	PRR5L	-0.095869183
14991	C8orf12	-0.095894277
14992	DUSP15	-0.095960632
14993	SUGP2	-0.09599365
14994	COX18	-0.096007619
14995	ARMCX2	-0.096011197
14996	ANO2	-0.096103134
14997	TTC33	-0.096126767
14998	ABCA5	-0.096150652
14999	ARID3A	-0.096216687
15000	PAQR4	-0.096265822
15001	CHN1	-0.096286601
15002	UBE3B	-0.096299604
15003	GNPDA2	-0.096343185
15004	C1orf151	-0.096368008
15005	BEAN1	-0.096373079
15006	CCDC93	-0.096416906
15007	TEX12	-0.09642251
15008	THAP1	-0.096457044
15009	ANXA7	-0.09645867
15010	FAM49A	-0.096473222
15011	RSPO3	-0.096477286
15012	MAP3K2	-0.096534346
15013	LOC284865	-0.09654144
15014	RUNDC3B	-0.096553003
15015	LOC255512	-0.096599827
15016	FAM114A2	-0.096638724
15017	KBTBD12	-0.096644743
15018	LRRC68	-0.09672338
15019	LOC100507278	-0.096753176
15020	MPPED2	-0.0967544
15021	TOP2A	-0.096868574
15022	G6PC2	-0.096873487
15023	BUD13	-0.096896306
15024	LOC100507448	-0.096934052
15025	TMEM179B	-0.096934523
15026	LOC100286925	-0.096954924
15027	ERAP1	-0.096961982
15028	MGC13053	-0.096973294
15029	VPS41	-0.096984817
15030	C9orf40	-0.096988817
15031	LOC100505633	-0.096993526
15032	ATG4C	-0.097001083
15033	XPR1	-0.097010872
15034	LGALS14	-0.097028864
15035	LOC100507338	-0.097036403
15036	LRR1	-0.097055687
15037	PRAMEF12	-0.097074269
15038	TMEM237	-0.097160112
15039	BBS12	-0.097160813
15040	LOC145474	-0.097177214
15041	CTAGE5	-0.097185871
15042	LOC100507580	-0.097239841
15043	DLGAP5	-0.097249077
15044	HRAS	-0.097268145
15045	ITGB3BP	-0.097277842
15046	DIAPH3	-0.097326512
15047	TMEM70	-0.097349815
15048	SUN2	-0.097352944
15049	PRKRA	-0.097356383
15050	AGPAT4	-0.097405484
15051	CDNF	-0.097438356
15052	WDR5B	-0.097444652
15053	LOC283174	-0.097488787
15054	PTP4A3	-0.097516855
15055	ZNF610	-0.097648853
15056	GSN	-0.097667831
15057	TAC1	-0.097696327
15058	PLEKHM1	-0.097721215
15059	GOLGA4	-0.097727222
15060	MSX2	-0.097731351
15061	C8orf4	-0.09776458
15062	UFM1	-0.097778633
15063	PCDH19	-0.097861572
15064	STXBP1	-0.097877199
15065	ARHGAP24	-0.097899433
15066	C15orf29	-0.097927548
15067	TAC3	-0.097951345
15068	EMP2	-0.097996967
15069	SPSB3	-0.098094822
15070	ZCCHC17	-0.098215443
15071	C12orf28	-0.09824486
15072	COA5	-0.098275939
15073	C1orf133	-0.098298238
15074	FBXO33	-0.098299176
15075	WNT4	-0.098342832
15076	LOC100130855	-0.098376241
15077	CIRBP	-0.098391057
15078	NGRN	-0.098402416
15079	LOC100507376	-0.098432921
15080	VIL1	-0.098448182
15081	CENPK	-0.098469264
15082	HNRNPUL1	-0.098478114
15083	TTC15	-0.09853613
15084	STX18	-0.098543388
15085	NRXN3	-0.098583521
15086	SLC25A16	-0.098649069
15087	FKBP3	-0.098669556
15088	MGRN1	-0.098688831
15089	NPY	-0.098692938
15090	SLC22A15	-0.098750715
15091	IFIH1	-0.098760115
15092	ATP6V1H	-0.098762879
15093	SLITRK4	-0.098789905
15094	SLC7A9	-0.098841284
15095	C21orf71	-0.09884587
15096	USP53	-0.098862914
15097	SKP1	-0.098875211
15098	MS4A7	-0.098905777
15099	DCAF12	-0.098912354
15100	LRGUK	-0.098962386
15101	CLCN6	-0.098973738
15102	GTF2B	-0.098988338
15103	C20orf112	-0.099029876
15104	TMPRSS11B	-0.099040504
15105	PLCD4	-0.099044687
15106	ANAPC4	-0.099059564
15107	RASAL1	-0.099091499
15108	LRRN3	-0.09915474
15109	AMPD3	-0.099194375
15110	LCN12	-0.099239289
15111	ZNF85	-0.099284574
15112	CDH1	-0.099308051
15113	LOC400940	-0.09932725
15114	NPY1R	-0.099427649
15115	FAM116B	-0.09943232
15116	KCNRG	-0.099453654
15117	CIDEB	-0.09946575
15118	MORC4	-0.099479848
15119	VPS52	-0.099496481
15120	TMEM50A	-0.099515502
15121	DACT2	-0.09952164
15122	HIST1H2BH	-0.099529321
15123	ZSWIM3	-0.099544343
15124	HIST1H1B	-0.099558054
15125	LOC150622	-0.099564789
15126	LOC100505773	-0.099588998
15127	PACRG	-0.099596501
15128	LOC100506668	-0.099598972
15129	DFNB31	-0.0996312
15130	SOX2	-0.099667173
15131	ZNF585A	-0.099715009
15132	CTSK	-0.099731842
15133	LOC100506935	-0.099756224
15134	ZBTB4	-0.099820429
15135	ZNF643	-0.099821763
15136	C1orf109	-0.099846161
15137	ANO5	-0.099902374
15138	LRRC19	-0.099927344
15139	O3FAR1	-0.099935771
15140	PRRG4	-0.099937012
15141	ORC4	-0.099967171
15142	ZXDC	-0.09996839
15143	ACTR8	-0.1000011
15144	LOC389332	-0.100006101
15145	CLK2	-0.100036999
15146	RBM5	-0.100044191
15147	KRIT1	-0.100053353
15148	TBCCD1	-0.10013598
15149	RLN1	-0.100232592
15150	C14orf105	-0.100256542
15151	PXMP2	-0.100260482
15152	BEX2	-0.100277128
15153	HOXB7	-0.100288085
15154	1-Mar	-0.10034349
15155	SH3GLB1	-0.100365346
15156	STK11IP	-0.100371027
15157	MAGI2	-0.100392872
15158	CPT1C	-0.100430344
15159	TTC25	-0.100459709
15160	SPAST	-0.1004925
15161	GK	-0.10049312
15162	POU4F2	-0.100521419
15163	DRD4	-0.100566099
15164	ANKRD49	-0.100588514
15165	DNAJB4	-0.100628124
15166	IGFBP2	-0.100645995
15167	TIMP2	-0.100654323
15168	LOC100506713	-0.100667825
15169	CEP290	-0.100687914
15170	SLC44A2	-0.100702729
15171	DLX1	-0.100709491
15172	EBF2	-0.100788273
15173	CBX4	-0.100864783
15174	TOR1B	-0.100948105
15175	MGC16025	-0.100967381
15176	FBLL1	-0.100973886
15177	SERINC5	-0.100980774
15178	MYSM1	-0.101015852
15179	SKAP2	-0.101128744
15180	RFXAP	-0.101136316
15181	SGCE	-0.101138461
15182	OAS3	-0.101143043
15183	TRIM9	-0.10116446
15184	LOC100507319	-0.101166812
15185	IFT88	-0.101184013
15186	PRR18	-0.101190519
15187	DLX6	-0.101213914
15188	CHD9	-0.101219918
15189	NMNAT1	-0.101221917
15190	RAB18	-0.10124357
15191	TDRKH	-0.101247668
15192	KIAA0226L	-0.101251562
15193	PCNXL2	-0.101284834
15194	GALT	-0.101356082
15195	HNRPDL	-0.101365092
15196	KBTBD3	-0.101369084
15197	MYT1L	-0.101387274
15198	LOC100505761	-0.101391494
15199	SYT14	-0.101421605
15200	RBM6	-0.101435083
15201	ATOH1	-0.101438533
15202	ATP2B4	-0.101552845
15203	DDHD2	-0.101627237
15204	CASKIN2	-0.101635724
15205	DTX3L	-0.101654766
15206	RASSF2	-0.101680569
15207	PTOV1	-0.101689077
15208	DMTF1	-0.101712596
15209	CDS1	-0.101768468
15210	NEK7	-0.101791179
15211	KIAA0319L	-0.10183432
15212	LOC92249	-0.101845303
15213	BRPF3	-0.101852612
15214	PIK3IP1	-0.101853632
15215	PHF14	-0.101876607
15216	SEMA4D	-0.10187819
15217	OXCT1	-0.101882192
15218	LAGE3	-0.101932918
15219	GCNT1	-0.101936045
15220	SLC25A48	-0.101940543
15221	VEPH1	-0.10195266
15222	TERF2IP	-0.101953379
15223	THAP10	-0.101970805
15224	HCP5	-0.101973782
15225	LOC100505547	-0.1019917
15226	PIGK	-0.10200529
15227	GABRB3	-0.102021146
15228	TRIM26	-0.102050428
15229	CLCN4	-0.102065018
15230	POLR3GL	-0.102088811
15231	TSNAXIP1	-0.102148985
15232	GABRR3	-0.102191944
15233	CYLD	-0.102211129
15234	AFAP1	-0.102213002
15235	KRT15	-0.102221642
15236	ZNF479	-0.102286389
15237	SETDB2	-0.102318678
15238	FAM172A	-0.102372478
15239	LOC100507186	-0.102424817
15240	HTRA4	-0.102487622
15241	SEC24D	-0.102488715
15242	SPTAN1	-0.10249075
15243	EIF2C1	-0.102563078
15244	SUB1	-0.10259267
15245	C11orf93	-0.102610438
15246	LOC100505784	-0.102610837
15247	MMAA	-0.102637909
15248	CAPS2	-0.102728364
15249	LOC100132234	-0.102750166
15250	GALR2	-0.1027585
15251	SHD	-0.102794694
15252	ZBTB22	-0.102814097
15253	STARD13	-0.102820668
15254	OGDHL	-0.102840073
15255	PTPRN	-0.102850907
15256	H2AFY	-0.102851288
15257	SLC38A6	-0.10286528
15258	ZNF853	-0.102906715
15259	SYN1	-0.102983876
15260	DKFZp761E198	-0.103019193
15261	INO80E	-0.103040227
15262	RPS27L	-0.10304183
15263	LOC654780	-0.103102735
15264	INSR	-0.103122521
15265	ZBTB10	-0.103125144
15266	KRTAP1-5	-0.103141776
15267	TMEM165	-0.103146211
15268	HOXC11	-0.103181119
15269	PUM2	-0.103205425
15270	ART4	-0.103229411
15271	TRAF6	-0.103263599
15272	BTAF1	-0.103266267
15273	C21orf63	-0.103269629
15274	ZNF566	-0.103278317
15275	KIAA1328	-0.103285073
15276	KDM4B	-0.103311459
15277	NFYC	-0.103369886
15278	GPR137B	-0.103433089
15279	RBM7	-0.10343648
15280	RSBN1	-0.103455151
15281	LOC284408	-0.103472881
15282	SMYD2	-0.103480982
15283	OSTBETA	-0.103490027
15284	ZNF383	-0.103499798
15285	MAGEC2	-0.103513566
15286	LSM14A	-0.103514749
15287	C16orf52	-0.103518077
15288	HIST1H3C	-0.103520113
15289	WHSC1L1	-0.10356921
15290	EBAG9	-0.103573435
15291	CRISPLD1	-0.103589224
15292	F13A1	-0.103589639
15293	CCDC50	-0.103591201
15294	TUBG2	-0.10361326
15295	C9orf64	-0.103630649
15296	MORN4	-0.103667132
15297	TMEM79	-0.103763164
15298	SRSF10	-0.103782431
15299	RNF32	-0.103782646
15300	SCML1	-0.103910852
15301	BRP44L	-0.103990548
15302	2-Mar	-0.104008067
15303	ATP8B1	-0.104008413
15304	RFX3	-0.10402411
15305	SPATA9	-0.104025853
15306	UGT2B17	-0.104060462
15307	ARFGEF1	-0.104096276
15308	PIM1	-0.104235857
15309	C8orf82	-0.104240583
15310	LOC285696	-0.104267289
15311	FBN1	-0.104268143
15312	RNF111	-0.104296957
15313	DCUN1D2	-0.104308243
15314	LOC644656	-0.104313301
15315	NCKAP1	-0.104334618
15316	SCAND3	-0.104347537
15317	PDP1	-0.104405641
15318	CEP44	-0.104504753
15319	MIR600HG	-0.104586627
15320	PCBP3	-0.104640814
15321	LOC100506070	-0.104659189
15322	ZNF572	-0.104666951
15323	LGR5	-0.104682705
15324	SCMH1	-0.104745469
15325	H2AFX	-0.104792209
15326	TFCP2L1	-0.104807582
15327	LOC100506012	-0.104858857
15328	LINC00242	-0.104864574
15329	C7orf41	-0.104872918
15330	ARGLU1	-0.104879067
15331	CCDC117	-0.104907455
15332	DSTNP2	-0.104956587
15333	QPCT	-0.104971847
15334	MLH1	-0.104991146
15335	TCEAL1	-0.105019655
15336	ZNF385B	-0.105096757
15337	FAM59A	-0.105158082
15338	CTAG2	-0.105162177
15339	MAOB	-0.105173901
15340	LMBRD1	-0.10521831
15341	PRR14L	-0.105219834
15342	CX3CR1	-0.105231833
15343	SPG11	-0.105237803
15344	TJP3	-0.105276142
15345	ZNF778	-0.105291986
15346	CSTF3	-0.105302286
15347	PKIB	-0.105306405
15348	CCDC164	-0.105322432
15349	MTMR9	-0.105358711
15350	ISX	-0.105361585
15351	EDARADD	-0.105363761
15352	ZNF814	-0.105461214
15353	TOR1A	-0.105542379
15354	HOXC10	-0.105543658
15355	DAND5	-0.105600183
15356	ZP1	-0.105611231
15357	FLJ45244	-0.105644842
15358	LOC100506496	-0.105672902
15359	MT1G	-0.105682486
15360	LOC152586	-0.105697571
15361	RHPN2	-0.105701703
15362	GRAMD3	-0.105708589
15363	RBPMS	-0.105716931
15364	ZNF234	-0.105720921
15365	DDX59	-0.105773386
15366	ARMC1	-0.105803482
15367	TMED10	-0.105887479
15368	RHOU	-0.10590528
15369	RBMX	-0.10600193
15370	MALAT1	-0.106009955
15371	MAU2	-0.106010808
15372	PPA2	-0.106040648
15373	CYP4Z1	-0.106069971
15374	AMPH	-0.106085748
15375	FLJ37644	-0.106135465
15376	AUTS2	-0.106191164
15377	HMGCL	-0.106192267
15378	AGR3	-0.106296191
15379	KDM4C	-0.106317765
15380	UPK3A	-0.106340978
15381	NBAS	-0.106345973
15382	PAX2	-0.106351525
15383	RIOK3	-0.10635784
15384	GML	-0.106361818
15385	GOLGA3	-0.106446401
15386	FBXO16	-0.106453242
15387	MUTYH	-0.106453293
15388	AKAP9	-0.106565461
15389	LOC400027	-0.106649964
15390	CLC	-0.106656922
15391	SNED1	-0.106684083
15392	CCAR1	-0.106772037
15393	BLOC1S1	-0.106788602
15394	KRTAP1-3	-0.106835263
15395	STXBP6	-0.106943056
15396	LRRC46	-0.106955149
15397	GTF2A2	-0.106970658
15398	ZNF621	-0.10705931
15399	LOC151121	-0.107089249
15400	ACBD5	-0.107097219
15401	WSB1	-0.107145394
15402	HS3ST4	-0.107167707
15403	JAKMIP1	-0.107185498
15404	C7orf60	-0.107188213
15405	PLEKHH3	-0.107213245
15406	EIF2AK2	-0.107226505
15407	DHPS	-0.10722811
15408	RNASEH2B	-0.107244764
15409	ANO6	-0.107270408
15410	LOC100505666	-0.107293851
15411	ZFX	-0.107307822
15412	RUNX1T1	-0.107318251
15413	CUL4A	-0.107340924
15414	PCDHB7	-0.107388252
15415	FXYD7	-0.107393111
15416	SSX1	-0.107405721
15417	IL23A	-0.10745984
15418	KCND1	-0.107471791
15419	CALML3	-0.107499615
15420	TMEM86A	-0.107529314
15421	TMEM234	-0.107536864
15422	HABP4	-0.107561637
15423	LOC100132707	-0.107563991
15424	SIRT5	-0.107573579
15425	PHF3	-0.107573839
15426	USP46	-0.107619628
15427	LIMCH1	-0.107628255
15428	PSME1	-0.107655613
15429	CRLF1	-0.107658233
15430	SOX11	-0.107696359
15431	DDHD1	-0.107728646
15432	ENO2	-0.107765201
15433	KIAA0664L3	-0.107768014
15434	ANKRD32	-0.107779561
15435	GPR64	-0.107787406
15436	MYO6	-0.107798616
15437	SEZ6	-0.107816842
15438	CLDN7	-0.107859064
15439	ZNF652	-0.107905415
15440	LOC100129617	-0.107907829
15441	C6orf204	-0.107912257
15442	ARHGEF19	-0.107927321
15443	HOOK3	-0.107940917
15444	CLK4	-0.107967279
15445	EIF2AK1	-0.107979309
15446	STAM2	-0.107996679
15447	ZC3H10	-0.108001688
15448	MEGF11	-0.108035697
15449	TRPV4	-0.108076027
15450	ZNF337	-0.108098174
15451	ING4	-0.108108391
15452	SAT1	-0.108125104
15453	LYG1	-0.10813897
15454	PRKAA2	-0.108143808
15455	DEPDC7	-0.10814493
15456	TLX1	-0.108161584
15457	C18orf10	-0.108170718
15458	LRRC42	-0.108182707
15459	ZNF587	-0.108224538
15460	ST13	-0.108248404
15461	ZNF568	-0.108264119
15462	FAM201A	-0.108267811
15463	C1orf210	-0.108275579
15464	GSK3B	-0.108326187
15465	PPP3CB	-0.108394916
15466	HES1	-0.108408009
15467	EXOC1	-0.108431054
15468	DPM3	-0.108443252
15469	GNAS	-0.108450864
15470	ZNF100	-0.108451268
15471	C3orf38	-0.108469079
15472	RBX1	-0.108484067
15473	ARID2	-0.108579036
15474	BAIAP3	-0.10862308
15475	PCDHB9	-0.108645856
15476	FMO5	-0.108659861
15477	BUB3	-0.108670081
15478	RUSC1	-0.108689041
15479	C9orf152	-0.108700466
15480	GNL1	-0.108708715
15481	XPA	-0.108710297
15482	CUTA	-0.10876724
15483	KIF21B	-0.108767433
15484	SMAP2	-0.108796548
15485	MFSD2A	-0.108841045
15486	CYP2C8	-0.108845261
15487	TLR1	-0.108862957
15488	GLRB	-0.10889418
15489	TTC18	-0.10892991
15490	NEK2	-0.108962412
15491	KLHL15	-0.108962533
15492	RIPK1	-0.108972041
15493	CCDC64	-0.109028951
15494	BAI3	-0.10903063
15495	KAT6B	-0.109048479
15496	MPPED1	-0.109083208
15497	CNPPD1	-0.109088812
15498	LOC144571	-0.109121298
15499	ANKRD5	-0.109124577
15500	C17orf69	-0.109151076
15501	CDK1	-0.109177188
15502	GRHL2	-0.109177932
15503	LOC100507364	-0.109262608
15504	TRPC2	-0.109305514
15505	KIAA1737	-0.109349763
15506	CEP112	-0.109402364
15507	MELK	-0.109447377
15508	UBE2R2	-0.109469555
15509	CCDC90A	-0.109528365
15510	KIF21A	-0.109540872
15511	PJA2	-0.109561421
15512	ABHD2	-0.10962664
15513	HTATSF1	-0.109626962
15514	DERL3	-0.109741772
15515	USP12	-0.109780339
15516	EBF1	-0.109784693
15517	IGLV5-45	-0.109832563
15518	NPTN	-0.109880602
15519	LOC643714	-0.109886245
15520	ZNF80	-0.10989156
15521	FAR1	-0.109942376
15522	COL14A1	-0.10995618
15523	EPCAM	-0.109967477
15524	RHBDL3	-0.109987579
15525	MAMDC4	-0.110002783
15526	BAG1	-0.110067229
15527	RTN2	-0.110101045
15528	CASC5	-0.110153513
15529	ZNF92	-0.110166869
15530	FAM150B	-0.110193809
15531	ZNF789	-0.110196308
15532	HSPA1A	-0.11022065
15533	DUSP8	-0.11029332
15534	PPM1E	-0.11030123
15535	ZNF519	-0.110360818
15536	LEAP2	-0.110366219
15537	C6orf52	-0.110369533
15538	LOC100507440	-0.110453769
15539	FKRP	-0.110467669
15540	7-Mar	-0.110512112
15541	AKAP17A	-0.110528211
15542	MTUS1	-0.110594716
15543	HMGXB4	-0.110614345
15544	CRISP2	-0.110621772
15545	EID2B	-0.110639079
15546	PDSS2	-0.110643085
15547	CHRAC1	-0.110702123
15548	IRGQ	-0.110737204
15549	UNKL	-0.110747113
15550	TEX14	-0.110788225
15551	LOC100144603	-0.110804074
15552	MBD1	-0.11082017
15553	ASAP3	-0.110830095
15554	SYTL5	-0.110854394
15555	PHLDB3	-0.110857952
15556	ATP6AP1L	-0.110893321
15557	PDK3	-0.110913584
15558	C14orf135	-0.110956686
15559	HIRIP3	-0.110986734
15560	PGBD2	-0.110993198
15561	ZBTB43	-0.111003654
15562	PRPF18	-0.111009132
15563	EPS8	-0.111009811
15564	CEP57	-0.111089726
15565	TGOLN2	-0.111096291
15566	GUSBP1	-0.111112294
15567	HADH	-0.111124022
15568	HES6	-0.111189724
15569	UBR2	-0.111203414
15570	C10orf26	-0.111237518
15571	MINPP1	-0.111241126
15572	KLHL24	-0.111294071
15573	DCAF11	-0.111356439
15574	LOC90499	-0.111363766
15575	CRNKL1	-0.111392793
15576	NEMF	-0.111455662
15577	REEP1	-0.11147026
15578	TRA2A	-0.111508671
15579	UNC119B	-0.111584042
15580	PARP6	-0.111628964
15581	SYK	-0.11167086
15582	CNTNAP2	-0.111739372
15583	ITFG2	-0.111753071
15584	C9orf95	-0.11175681
15585	FRMPD3	-0.111760066
15586	ALDH8A1	-0.111771554
15587	FLVCR1-AS1	-0.111791683
15588	OSTCP1	-0.111846986
15589	SRRM4	-0.111847708
15590	HAUS1	-0.111878262
15591	RPGRIP1L	-0.111880222
15592	CCT6B	-0.111902389
15593	LOC284440	-0.111913716
15594	RAB33A	-0.111947111
15595	FLRT1	-0.111949044
15596	PLXDC1	-0.111978435
15597	HEATR7A	-0.112002341
15598	THAP6	-0.112028697
15599	MSH2	-0.112053114
15600	SYTL2	-0.112059774
15601	APOO	-0.112083524
15602	VANGL2	-0.112109744
15603	LOC100505487	-0.112142929
15604	GLRA3	-0.112231036
15605	THUMPD1	-0.112249029
15606	SH3BP4	-0.112260569
15607	ZSCAN12	-0.112267789
15608	POLA1	-0.112300436
15609	WDR25	-0.112301569
15610	KIAA0528	-0.112305521
15611	PGBD1	-0.112309907
15612	CGNL1	-0.112352245
15613	LOC148189	-0.112387243
15614	PHRF1	-0.112402357
15615	COX8A	-0.112426667
15616	MAGEC1	-0.112427477
15617	ZNF30	-0.112472965
15618	LOC100506858	-0.112474779
15619	KCNK10	-0.112484331
15620	PPBP	-0.112489547
15621	TCF7L1	-0.112506665
15622	ZNF318	-0.112522583
15623	SLC39A13	-0.112534396
15624	SUMO1	-0.112540926
15625	RIMBP2	-0.112547599
15626	POMC	-0.112556005
15627	DHRS13	-0.112567375
15628	PTCHD2	-0.112574498
15629	KLHDC5	-0.112640241
15630	CEP95	-0.112681931
15631	STL	-0.112692272
15632	TMBIM4	-0.112715731
15633	NT5M	-0.112716533
15634	ZFP41	-0.112717105
15635	CEACAM6	-0.112723378
15636	MAPK13	-0.112729354
15637	MT1F	-0.112743975
15638	PPIE	-0.112778408
15639	TMEM178	-0.112785546
15640	ZNF275	-0.112819491
15641	ZNF331	-0.112921502
15642	LOC100271722	-0.112990792
15643	PCDHAC1	-0.113069824
15644	USP48	-0.113075614
15645	RFWD2	-0.113101478
15646	ZNF256	-0.113117756
15647	WNK1	-0.113129783
15648	ZNF497	-0.113154529
15649	KNTC1	-0.113156122
15650	GRHL1	-0.113172269
15651	ZNF605	-0.113181359
15652	APPL1	-0.1132831
15653	GCNT2	-0.113293168
15654	RAB11B	-0.1133204
15655	FAM50A	-0.113322703
15656	PIR	-0.113327044
15657	CCNL2	-0.113331147
15658	TM9SF2	-0.113345513
15659	ARTN	-0.113532683
15660	C3orf67	-0.113578789
15661	NNAT	-0.113654592
15662	SIAH1	-0.113679582
15663	TAS2R10	-0.11370947
15664	VPS16	-0.113785625
15665	UBB	-0.1138429
15666	LOC286437	-0.113877255
15667	SDK2	-0.113915397
15668	ZNF90	-0.113929614
15669	CREBZF	-0.113970896
15670	SKAP1	-0.113972329
15671	NTAN1	-0.113973202
15672	SH3YL1	-0.11400096
15673	FOXA1	-0.114023399
15674	OSBP	-0.114139544
15675	LITAF	-0.114157205
15676	NDUFB3	-0.114205873
15677	KCNA5	-0.114248743
15678	GOSR1	-0.114252042
15679	LOC100505794	-0.114288373
15680	C5orf4	-0.11434191
15681	TCHH	-0.114354102
15682	C15orf62	-0.114365122
15683	PRR15	-0.114373237
15684	FAM195B	-0.114390495
15685	CAHM	-0.114398625
15686	SENP8	-0.114404312
15687	BEX1	-0.114436004
15688	DGCR14	-0.114436605
15689	KIAA1644	-0.114448264
15690	FIG4	-0.114468417
15691	FAF1	-0.114556993
15692	FOXA2	-0.114559116
15693	LOC728613	-0.114579914
15694	MEA1	-0.114614366
15695	CAMK2B	-0.114660647
15696	WFDC2	-0.114660966
15697	DSCAM-AS1	-0.114732248
15698	CLSTN2	-0.11475901
15699	TOM1	-0.114777443
15700	RNF4	-0.114805663
15701	LOC389906	-0.11481937
15702	DMXL2	-0.114866844
15703	GPX7	-0.114904681
15704	NCAPG	-0.114906395
15705	TTC39A	-0.11491487
15706	PTK2	-0.11494847
15707	CBX3	-0.114957554
15708	PEX13	-0.114981949
15709	WDR60	-0.11502868
15710	CYP4F12	-0.115031774
15711	CBLN2	-0.11511587
15712	SAFB2	-0.115122139
15713	FMOD	-0.115138155
15714	SEPHS1	-0.115163946
15715	PCDH8	-0.115228313
15716	OMD	-0.115236201
15717	CEP78	-0.115265302
15718	LOC100129794	-0.115271709
15719	LCAT	-0.11527302
15720	LINC00113	-0.115290894
15721	CASQ2	-0.115301471
15722	GSTT1	-0.115368597
15723	LOC100131691	-0.115370318
15724	TLE6	-0.115410642
15725	SEC23B	-0.115422394
15726	PLXNB2	-0.115458047
15727	HIST1H4L	-0.115467676
15728	GLB1L	-0.115502764
15729	IFT80	-0.115519869
15730	LOC100506696	-0.115535569
15731	LOC100506929	-0.115550631
15732	CDK2AP2	-0.115578916
15733	EXOC5	-0.115637856
15734	EFNA1	-0.115695053
15735	TMSB15A	-0.115697691
15736	RMND5B	-0.115706641
15737	ZNF491	-0.115710114
15738	TAGLN	-0.115724773
15739	C1orf168	-0.11575857
15740	LIG1	-0.115789075
15741	P2RX4	-0.115839338
15742	ZNF134	-0.115883168
15743	LOC100507632	-0.115907309
15744	LOC100507534	-0.115908037
15745	BRD1	-0.115923234
15746	FANCG	-0.115933155
15747	CDC7	-0.115936727
15748	WDFY3-AS2	-0.115960526
15749	DNAJC3	-0.115975112
15750	SLC9A6	-0.116001347
15751	CHDH	-0.116026747
15752	RDH12	-0.116072715
15753	TSHZ1	-0.116080828
15754	PUM1	-0.116086494
15755	SUCLA2	-0.116090067
15756	DLX4	-0.116104093
15757	SCN4B	-0.116149273
15758	PRPF39	-0.11615227
15759	KLF5	-0.116210282
15760	DSCR3	-0.116227304
15761	TBC1D17	-0.116267727
15762	LINC00474	-0.116289602
15763	LOC100505687	-0.116294389
15764	P2RY12	-0.116312762
15765	KDM6A	-0.116316064
15766	TRIM23	-0.116328167
15767	ANKRD36BP2	-0.116331764
15768	IPO9	-0.116332635
15769	RAD51D	-0.11636025
15770	SPPL3	-0.116360589
15771	CRYBB2P1	-0.116399728
15772	NEIL3	-0.116541351
15773	C9orf100	-0.116541692
15774	ID1	-0.116542248
15775	AGPAT3	-0.116548362
15776	DENND3	-0.116594015
15777	VAMP8	-0.116603503
15778	TAF9B	-0.11666468
15779	LOC100506125	-0.116673032
15780	FLJ32063	-0.11674695
15781	EAPP	-0.116775293
15782	MRFAP1	-0.116790446
15783	FAM120B	-0.116807788
15784	PLXND1	-0.116838004
15785	C1orf216	-0.11686158
15786	TRIM56	-0.116885469
15787	C6orf89	-0.116890686
15788	CTNNBIP1	-0.116898268
15789	MID2	-0.11694638
15790	ST20	-0.116980245
15791	ATRN	-0.116995666
15792	ZNF319	-0.117014211
15793	PTPN6	-0.117027592
15794	LSR	-0.117099364
15795	CNPY4	-0.117189116
15796	MOSPD1	-0.117223195
15797	C18orf42	-0.117239594
15798	FOXE3	-0.117247454
15799	AZIN1	-0.117258434
15800	LOC100507501	-0.117284876
15801	LOC100505519	-0.117318501
15802	RAB40C	-0.117344707
15803	ABCG1	-0.117390118
15804	KCTD21	-0.117394197
15805	FBXO34	-0.117399592
15806	PTPRO	-0.117418934
15807	FAM196A	-0.117439114
15808	LY6G5C	-0.117453518
15809	ARHGAP35	-0.117522672
15810	ASAP2	-0.117597208
15811	ARL2BP	-0.117623566
15812	PGBD3	-0.117634352
15813	C11orf31	-0.117634514
15814	MEGF9	-0.117667699
15815	COL6A3	-0.117690363
