	ERBB3_PI3K	RAS_WNT_PI3K	KRAS_AP1	MYC	BRAF_MAPK	TNF_NfkB	HNF1_PAX8	MYC_E2F	EMT
FBXL18	0.6708339541	0.4328083166	0.5534658633	0.5628227048	0.5378090208	0.6672645844	0.4688656096	0.7577065774	0.6428955397
CNTNAP2	0.3516374702	0.3646864388	0.1004707655	1.0816701734	3.16565334574074E-21	7.25389935800616E-21	0.0879200876	1.08118281155808E-20	0.2015810626
CELSR1	0.9364798467	0.2332229373	0.9352809985	0.1864332732	0.5865638433	0.6317179953	1.0274434544	0.863954895	0.2751689487
RP11-407N17.5	0.4157096839	0.3136464493	0.1376250891	0.2008894052	0.2449055692	0.2144498285	0.1622483329	0.5315423044	0.3129348687
ALDH2	0.546488351	1.2213731452	0.8252752621	0.9036149257	0.0931582489	0.5049283333	0.9393906668	0.8192836774	0.9728196729
AP001615.9	0.8238254128	0.4659227094	0.9185451097	0.2814826558	0.7653135764	0.5560398625	0.9106401612	0.0783480554	3.4567109005429E-16
COL16A1	0.0701218935	0.394077931	0.8546810713	0.3663749386	0.6176986845	0.3469951018	0.236981169	1.21672967419382E-13	1.2267826007
GSTZ1	0.8281626027	0.6903485449	0.6995790953	0.7577628038	0.6320923326	0.6757256105	0.5245878878	0.9008238035	0.6610586063
AP001610.5	0.5369987394	0.4544122852	0.7798993534	0.1569646178	0.4482623624	0.5788655384	0.7890705765	0.0607513691	0.4237164811
SUSD1	0.4447209247	0.7936727785	0.5120967456	0.6639647265	0.2538157207	0.7841768661	0.706100646	0.3258543311	0.7544813405
CHDH	0.8868319249	0.9638198748	1.23368198581017E-06	0.5139374154	1.23583259183144E-05	8.43220014112723E-21	0.4392082474	0.5876854737	0.2610795469
CASK	0.5818685066	0.8492760873	0.6123850894	0.7506331414	0.4690210377	0.498965327	0.7976842238	0.6312674207	0.6955027289
ISM2	1.82288096810135E-10	0.2695248141	0.2157235127	0.3283574379	0.1071410584	4.05892636141239E-21	0.1677765297	0.5655951834	0.1284403746
ANXA3	0.9662679795	0.9861955907	1.0709779249	0.0397344636	0.2421408568	1.0668881123	1.3504677766	0.3397021608	0.3003116188
RASGRP3	0.2743305297	0.3324341594	0.1232780325	0.1012895728	0.4184175466	0.2077128525	0.3853895967	0.1509942005	0.4530547057
PHLDA3	0.9715086259	0.4611661075	1.1075967659	0.2275391143	0.9167647784	0.6410875794	0.7823883109	0.5900845236	1.0410768806
LEPROT	0.9182584489	0.6085998056	0.8140716656	0.7063679195	0.7397650343	0.9074619784	1.0536887017	0.7244111759	0.9613255171
TXNDC11	0.87004278	0.6845421609	0.7182107683	0.6088179613	0.6819330411	0.6765101204	0.821793608	0.7738751265	0.7944889871
RP4-724E13.2	0.9695249666	0.6544794824	6.97063864161677E-14	0.5294445451	0.2633249252	9.94739483255386E-21	0.3626101175	0.1373510068	2.23265989811025E-21
ERBB3	1.7416925805	1.0059439296	0.694564693	0.2373591275	0.9874659622	0.00000002	0.4314899472	0.3775254879	0.1392269982
SYTL2	0.8298842285	0.6218714836	0.2361140515	0.1975737006	0.7364928944	0.3111923768	0.7089858053	0.1291701302	0.791162736
ARTN	0.3556456593	0.2052078849	0.771269961	0.4504820087	0.194223551	0.61139604	0.1809984556	0.4649567911	0.233857121
HGSNAT	0.7990010757	0.5668955992	0.668189753	0.6453172381	0.6271156078	0.5338507916	0.8259618719	0.7947613526	0.9726747776
C19orf21	1.3903713603	1.0191070117	0.932646766	0.2714644571	0.0086395921	0.6469952705	0.6437800108	0.4225251224	0.0158089619
CUX2	0.0441161658	0.0867543201	0.0463867281	0.5424194861	0.0133253501	2.338947099546E-17	2.08766550791415E-18	0.299941334	0.0830596211
CTD-2377D24.8	2.17005624907615E-21	0.738048862	0.1039044405	0.1115440914	0.092909578	0.2751011843	0.2089781795	0.1449629904	0.0491459662
DFNA5	2.65929811796026E-19	0.0948364632	0.9248965966	0.4540838846	0.728902051	0.9084791012	0.9197420787	0.2780431888	0.9635258528
DENND1C	0.6764123875	0.5263547988	0.2128627707	0.1937538531	0.1244071455	0.0001262667	0.4338094989	0.4523783932	0.0519820664
RP11-706C16.8	0.2110760354	0.2811431122	0.9011192305	0.0495675664	0.0960125321	0.1917507925	3.80512195855563E-21	1.08544635604392E-05	0.0085113269
CTD-2544N14.3	0.4817141715	0.691981048	0.8075174134	0.5443154903	0.5807224347	0.7665248856	0.9766446883	0.445797683	0.8046639343
CST6	1.2075299096	0.1112400644	0.6507206726	6.87019105674446E-08	0.0703751889	0.9853191583	0.3833496399	0.1682442199	0.2792136942
CCDC120	0.9868988742	0.6112843677	0.5976617479	0.5786644472	0.3073329018	0.2389209084	0.513495665	0.66383364	0.3672053173
DNAJB2	0.9384522674	0.6084403528	0.8320160707	0.7734268333	0.7314563194	0.7030781514	0.8960868239	0.7935115551	0.9537702563
SLC41A2	0.5756352637	0.5356555066	0.2653263263	0.4073582236	0.3855657386	0.4493751129	0.9523092181	0.4978694601	0.5711313889
C2	0.1954004941	0.3835675565	0.3671970631	0.1881265001	0.228785534	0.0006072236	0.2257493084	0.384856787	0.4403934291
MFSD6	0.9910848698	0.7884586878	0.7051171844	0.8805625329	0.5656853645	0.596712109	0.6030200191	0.2590627331	0.5867390393
SYT15	0.4309556202	0.1086802373	0.3213933144	0.1626136288	0.1418773977	0.1814802111	0.4200042728	0.5165075728	0.5875752177
RNF39	0.7335948844	0.4539060625	0.5445733109	0.1510839017	0.0614397401	0.2104845606	0.000027053	0.1525244817	0.0414328201
TG	0.0988230653	0.185307172	0.1320080873	0.0884036765	0.0871142521	2.92251630967322E-21	0.0808090059	0.150829786	0.3208593341
PDGFB	0.9823148977	0.2357755634	0.6500287386	0.0957988539	0.2927850197	0.5294855513	1.0701843339	0.4730458084	0.099033412
KIAA1324	0.7998262473	0.2710693123	1.23142091927512E-20	0.8782523013	0.1612956876	0.0517481561	0.2613797339	0.1054321739	0.5674060615
AIF1L	1.2596888749	0.3180691882	0.6755764777	0.5625604752	0.6904646839	5.53516103320664E-08	0.8931343151	1.0099442553	0.1246418599
C2orf15	0.9087998302	0.5636110636	0.2675367858	0.6265415667	0.2642875466	0.1993188098	0.4697900551	0.4375299293	0.1766689608
COBLL1	0.593049271	0.533123154	0.6860660536	0.5015539137	0.5359805179	0.0647604882	0.7447108755	0.2597305083	0.635132614
RP11-74C13.4	0.7336045822	4.79843719252535E-15	0.5620076078	0.6373401641	0.5864512109	0.4962786406	0.5002831002	0.7925910594	0.4759624563
GSTT1	0.8828252237	0.5515645142	0.3378819055	0.2882726867	0.3065981757	0.5383267462	0.4053137518	0.5322133021	0.7471690781
NEXN	1.2182445772682E-11	0.1254102263	0.329126765	0.0798337376	0.2373673253	0.6288755052	0.8093471346	0.4431879493	1.2649094137
HEG1	0.2427673547	0.1050009909	0.8274387113	0.3905201892	0.687926615	0.7276347051	0.9159852063	0.6898499619	1.2517587745
PPP1R14C	0.6237669569	0.3930796999	1.1841427532	0.4243692004	0.6265629538	0.0819348043	0.7594456839	0.1343048571	0.206392143
RP11-134G8.8	0.5093621657	0.2375034444	0.6312773449	0.0932682504	0.7039235449	0.1753164965	0.3698082065	0.3209771883	0.6601446919
EPS8L1	1.519195146	0.5835266271	0.6506087925	0.1475370966	0.4388640384	0.1693814292	0.3423152175	0.6901846183	0.2500216623
CLN8	0.6224417406	0.4820749379	0.4685129096	0.6257552695	0.6109563911	0.4179600751	0.5409624813	0.6418022465	0.7084100852
PRRG2	1.3066438497	0.4993418086	0.5499411228	0.2668430203	0.2343886052	0.2104618984	0.220706479	0.4275176498	0.2015773742
C1orf106	0.7698438397	1.0211332419	0.9959561191	0.1086697638	0.2469402714	0.2903367952	0.8217455928	0.5577825469	0.0342841991
RP11-48O20.4	0.3173120962	0.7364660932	0.9392103649	4.26163902289363E-21	2.29685917986729E-21	1.49717232705432E-15	1.88963245320354E-17	2.33863591151696E-21	0.7828446433
CHST9	6.71421237808355E-20	0.05903678	0.095774139	0.5227337994	0.2213120049	2.03464920133831E-21	0.7669361813	3.34109688103938E-21	1.37075508281113E-21
DKK3	3.46694071436265E-21	0.1314710246	0.9708801296	0.5453433836	0.5203906829	0.854075256	0.9420577919	0.2313630388	1.3267441512
CDC42BPG	1.4809317403	0.5932516912	0.8486760414	0.5962148817	0.1969787842	0.2885483625	0.394193801	0.3632227227	0.0762475526
CDS1	1.5079242043	0.5577767987	0.7763915042	0.4328521862	0.2596009513	0.2996099683	0.6550864456	0.1937310052	0.1909582978
KIF1A	0.4168894472	3.17963330119588E-10	0.0330447118	1.4746420768	0.0963859471	2.25944089702653E-08	0.2125131952	0.8042128386	0.1160881435
PWWP2B	1.1367790207	0.6482488319	0.6629373777	0.4906004653	0.4007335953	0.5798866385	0.399443087	0.9365829909	0.528317123
KIAA1244	1.0735579503	0.5434696845	0.1735573594	0.7626793109	0.3645648139	0.3864043683	0.6069992398	0.1688148211	0.2534687926
MAN2B2	0.8162037806	0.4920124393	0.5967286823	0.3908257037	0.5662704678	0.5530534248	0.6788511566	0.6578520033	0.9382400789
IL12RB2	0.2538059598	0.1938063046	0.2062277138	0.4291522015	0.5679597057	0.152871532	0.0557368247	0.2285622946	0.0533640831
LRSAM1	0.703028824	0.5312232616	0.5746691426	0.553014588	0.486746355	0.4707115402	0.5058351417	0.8294311598	0.6533885978
EIF3EP1	0.1400700707	0.0777257985	0.4212042311	0.6161554365	0.2846742359	0.4227584211	0.2629747464	0.4055367734	0.5004431509
RASSF6	0.4256311181	0.7577473255	0.4408514015	0.5961089534	7.45322769796581E-21	0.1208026473	0.5503050317	2.1307199972327E-21	2.62436185309207E-21
RP11-475N22.4	0.8189368757	0.2679883758	0.5515298449	0.5592127256	0.1938399405	0.3306316989	0.2350186187	0.9683185109	0.3896902875
STK32A	0.1332487329	0.1095896611	1.21155319884358E-20	0.6669693869	0.5852021404	0.530983243	0.2728365124	1.50841198314559E-21	0.0011365041
ACOT4	0.9500467626	0.1800754364	0.2154682871	0.2286458112	0.1111381964	0.4770573829	0.2530996431	0.2481106418	0.2736851627
CHODL	0.1463498699	3.16781252990402E-21	0.1397484178	0.529460744	0.0897584736	2.98868573738804E-21	0.1371029876	0.2669891255	0.2417126368
FAM82A2	0.9029428946	0.7416756733	0.7704394777	0.6556037032	0.7434417871	0.7234098435	0.7283895622	0.9395508063	0.8960272977
GPR1	0.0002680401	0.1024740627	0.6054364686	0.17807927	0.0749601836	0.4793685194	0.2933302346	8.21998493922613E-21	1.0264842836
TMEM117	0.3037066323	0.5577379614	0.5935491728	0.389610768	0.5918491287	5.88923083509297E-07	0.323833351	0.6110062573	0.6957518239
CXADR	0.6907664959	0.8337136981	0.6991053482	0.8556107785	0.2991973921	0.3298944879	0.744492486	0.9298287274	0.0180017076
GSK3B	0.905365318	0.7375106792	0.7904325764	0.9126863801	0.7185860013	0.7661644768	0.7390434305	0.7926733766	0.866952489
SIGIRR	1.2697399752	0.8966276847	0.4531435608	0.477538918	0.4471517114	0.7432872017	0.4346345811	0.6480620748	0.3636196932
EPHB3	1.0680990851	0.515880524	0.7136301208	0.5251458366	0.5041497928	7.41850696099955E-19	4.07798554373565E-21	0.4613399149	0.67736218
STAC	9.05421149216188E-21	2.42768576727214E-21	0.3614246173	0.5656121312	0.208681632	0.6808451426	0.9000099895	6.3194465730846E-21	0.7734937931
MPP7	1.1403940611	0.3865555478	0.3518710997	0.2257120519	0.0689814185	0.159295107	0.2824235073	0.6141563347	0.4382333777
SLC22A23	0.6052787882	0.4693964679	0.5109808176	0.4714628516	0.4351216464	6.03982707204755E-10	0.328703144	0.4127306175	0.6541766064
RALGPS2	0.9349362902	0.5922973389	0.6169826828	0.4425270659	0.6103028299	0.6980005016	0.7920486967	0.6510691304	0.775052324
RIMS2	0.2032147812	1.88903387363436E-21	0.1945796299	0.9912881124	0.1704561361	0.4785807049	0.1944768	0.1522281202	0.0798544965
ADAP2	0.4168633675	0.2148357557	0.206667315	0.0482497673	0.055186157	1.6547512390342E-10	0.6186316351	0.7571947469	0.2498648696
GRTP1	0.9385151272	0.8016935522	0.7009131286	0.3155432722	0.3015610087	5.48856951536496E-06	0.4481167953	0.9665513173	0.2985893416
HNF1B	2.19297424093477E-15	1.0618136427	0.0479117162	0.0647903892	0.0527083487	1.72756130384701E-17	1.3558934573	0.1299419246	1.37633242324565E-11
CDH16	3.71604962566629E-20	0.3364843674	0.1388045575	0.0415285115	0.0189545487	2.08000890938178E-21	0.6842746231	0.0634389807	0.0220791081
LACC1	0.5826354909	0.5372274465	0.3741152724	0.3505330616	0.5171401713	0.6139612905	0.5866396801	0.0033108094	0.7291297855
PLEKHA2	0.4888997831	0.7137392052	0.81805529	0.5493535094	0.5931656701	0.7826294315	0.9748987266	0.4913449399	0.8308619597
C2orf18	0.9330172292	0.7083774965	0.7759260342	0.6178074056	0.742259839	0.7643336079	0.894832637	0.9822243388	0.8236440011
URGCP	0.7977131736	0.6991667148	0.7164162187	0.657774338	0.6454431048	0.660588361	0.6350737113	0.7185564743	0.7705695995
MITF	0.4854756426	0.1543372005	0.3490027449	0.0986379555	1.0023507595	0.4153740392	0.9369701384	0.3646066926	0.4569331118
CXADRP1	0.2317993899	0.2753499081	0.0829209002	0.2099433471	0.0456645961	4.95670892822286E-18	0.1408244238	0.4236140914	0.0661878196
SMO	1.50410276907414E-20	1.01784411757405E-10	0.8719641808	0.4923286701	0.782772554	2.10803229204765E-19	0.8546042179	1.3335082926	0.7115047222
COL17A1	0.2832995219	1.0107402338	1.3872153281	0.2137334746	0.1908923279	0.9556000971	9.61790858019712E-20	0.167809542	0.0780293943
CDC14B	0.4353474028	0.8138321749	0.627620837	0.501015494	0.5241237444	0.6299729605	0.6533641223	0.7157114405	0.6678604593
CTB-11I22.2	6.79621732690662E-05	0.0828029173	0.34176614	0.1643265688	0.0776434614	0.0897662781	6.95662939567842E-21	0.2126369361	4.82483394297803E-15
CELF2	0.3168940063	0.2450346232	0.1218579842	0.4614487219	0.7174624777	0.000127572	0.4339951178	0.1725631401	0.4871671845
SLC22A5	0.9076051872	0.5469014751	0.6552717974	0.4311105694	0.4606283316	0.4157552926	0.8586646368	0.8077965011	0.5541270749
RP11-116G8.5	0.1113547317	0.1767548856	0.8259446035	0.3953560719	0.0754510622	0.1400056383	1.51602248394839E-21	2.29462674692463E-21	1.3975388160944E-06
IL28RA	0.4267220268	0.5636600049	0.5625292639	0.4871373799	0.2065799504	0.4439455066	0.4866201585	0.3486735696	1.45381154113795E-14
RP11-388M20.2	1.9950036982	0.5422710437	0.7203487557	0.089050117	0.001334258	0.1398764712	0.1633267037	0.1329635099	0.0347282209
SLC15A3	0.2805929604	0.2215097657	0.572233759	0.0532159112	0.2909654139	0.4421881221	0.4476186464	8.85624910101421E-09	0.7967085061
RP11-538I12.2	0.6479926103	0.6376773853	0.6116619388	0.6664533006	0.5390315347	0.6057142592	0.5619092678	0.5968938691	0.6066789592
TTLL7	0.3753740955	0.0004442406	0.202054364	0.9413712789	0.4762110568	0.3045609976	0.4349375098	0.4016297464	0.7229896667
FAM59A	0.582834288	0.5576619286	0.3839133719	0.6160985581	0.4972886201	0.2166056884	0.4840759925	0.3359688283	0.361884553
RP11-597D13.9	0.4668478575	0.3571021965	0.3834214311	0.0271602321	0.6119156472	6.68986576625974E-21	0.2165747669	0.2660639339	0.7663544008
TCF7L1	0.4322140015	0.1153799056	0.7116728305	0.2438868494	0.4737792031	7.2600239696308E-20	0.3763623852	0.9996301427	0.8143761995
RAB3B	0.2234890464	0.3372833882	9.36006886081255E-05	0.9495902463	1.3845224375791E-05	0.8537152338	0.7161546837	0.3542146617	0.9132609283
PRKCZ	0.817724352	0.5671625065	0.5755869945	0.4310827839	0.4907555625	0.3026141313	0.5539820051	0.8318212577	0.1480387306
NHS	0.2886411099	0.4022362748	0.3820163341	0.5447375075	0.1725223464	0.7578717069	0.7819486624	3.52112455116902E-07	0.4669652532
MPP5	0.8391109263	0.603311713	0.70567284	0.5566195768	0.5324566934	0.9529487815	0.7995039827	0.8910605214	0.7855175849
ERP44	0.8252841257	0.8204056811	0.9634465966	0.7159960662	0.7391907743	0.7583962874	0.7479544542	0.8050017991	0.8974853557
C1orf198	1.0318837464	0.7665854691	0.6402874945	0.8390719657	0.6913372082	0.2676993326	0.8070619188	0.8065521758	1.1015068353
ZXDB	0.5243844988	0.5188556261	0.4139798682	0.6047602762	0.435944742	0.4742413384	0.5068745803	0.7149450987	0.5815304211
CTAGE9	0.6122156318	0.5033792565	0.2563892848	3.85356915383925E-21	0.1569327363	0.0027499918	0.5129945212	0.0491680559	0.1233806053
AC034220.3	0.4946734966	0.3503177128	0.4314464484	0.3871916994	0.284948273	0.2547216493	0.6121139047	0.4247212412	0.3614182685
SLC44A5	0.2008092673	0.4239135272	0.6084281466	0.9277012479	0.2007854117	0.2816272343	0.4057506228	0.1500980286	0.065413658
SCAMP2	1.0820463478	0.9025121579	0.9073779251	0.7837228054	0.7732964615	0.855123556	0.8634295645	0.893731993	0.9299293035
COL5A1	0.0088209054	0.0485319074	0.9572783369	0.2244613069	0.2592817631	0.4101131607	0.3834556987	0.4360252169	1.8215196543
DMD-AS1	0.1483450177	0.0465971694	0.2951747167	0.3236723501	0.4286162111	9.56299210795021E-08	0.4085107453	0.1743622691	0.6019746601
HOOK2	1.25769093	0.8057186408	0.8182534023	0.8177833711	0.5251277792	0.5659370241	0.6981432661	0.6678957675	0.6721674294
JPH1	0.7366726752	0.6459431263	0.4318937784	1.0618584475	0.607523462	0.5676525939	0.3507503283	0.1182055504	8.86517983896527E-08
C6orf47	0.8968893629	0.7322947363	0.7490218332	0.7329217264	0.7063991359	0.7214218567	0.706950309	0.8101439392	0.8015242066
MX1	0.6190520782	0.5196084919	0.8205227518	0.2005726029	0.4947167848	0.6663278113	0.8421019241	0.1095446096	0.4720811844
RHOD	1.306814445	0.7009288238	1.1531072239	2.46372126791921E-21	0.043138691	0.6186526297	0.9037782932	0.5689146085	0.4915211107
SLC16A14	0.8504517067	0.1160080355	0.4046055955	0.5547640786	3.56932158176556E-21	0.2552153299	0.1458852853	0.5599697636	0.4050602891
AC004889.2	0.901798245	0.6824652138	0.4548275719	7.0926156457857E-15	0.2209535536	0.1979845621	0.7995063296	0.0227775839	0.201897172
FAM46B	0.770432469	0.0960407973	0.5440009359	0.184126665	0.3250345111	0.3533738265	0.4736746924	0.6244811742	0.6758182357
C1S	3.38867995084636E-11	0.217679908	0.9059654068	0.2545953808	0.4610056205	0.1746570177	0.9942545352	0.4266413382	1.2867277573
HOXA10	0.128603965	1.110910742	0.9229709875	0.7130932169	0.3838164087	0.1372369843	0.8704043136	0.1341658811	0.6612566237
PVRL4	1.4667000984	0.3345617922	0.9430956622	0.0447069844	0.2537207669	0.1773238237	0.1340422683	0.1623872045	0.240140248
RP11-890B15.3	0.3946540857	0.3730367712	0.2827459126	0.4481396783	0.3705093034	0.3865989074	0.3319282582	0.4173541724	0.4992288332
OVCH2	0.1409559159	3.53718066918614E-21	0.3782374627	0.0225137646	0.0884446117	2.9751757085956E-05	0.0726620775	1.48918716207402E-11	0.2816664642
RHBDD2	0.99647764	0.865943623	0.8760185192	0.9183024453	0.7585155128	0.8011565761	0.8388519811	0.95260105	0.9097310415
RNF144B	0.9793794264	5.15890309026052E-16	0.8067832625	0.2846589265	0.57530633	0.0633375681	0.8323669592	0.1277024206	0.4566447535
BAIAP2L1	1.1049057546	0.8866664119	0.875412372	0.65591919	0.6648961302	0.9954903519	1.0533653969	0.7153312252	0.3684489521
SLC27A2	0.9177519355	1.0188741995	0.2883399173	0.7344639125	1.81800582712649E-20	0.442016471	0.487355078	0.3737538269	0.000000012
DDRGK1	1.0624906136	0.8857616717	0.8899791913	0.8883809479	0.7918228935	0.8685192862	0.9223700211	0.9481075726	0.9490035838
ELOVL2	0.0982094521	9.02454786719939E-10	0.0406365593	1.0609578766	0.6205647685	0.1732649166	0.7494503669	0.3707061304	0.436714616
MEST	0.9867627316	0.8364982136	0.716744268	0.8836737091	0.0301413976	0.6587351722	0.7458136439	0.5974502081	0.8808347621
CTAGE15P	0.739254224	0.5745818017	0.3424782587	4.82113115883082E-21	0.2088731747	0.1617623028	0.6329889697	0.0226186522	0.1772993676
TSPAN2	0.1129891534	0.2675325862	0.8081976844	0.3834712135	1.74504632989338E-05	0.3026698246	0.8645256771	4.26568953792861E-21	0.604323258
CTAGE4	0.9035236819	0.6845898899	0.457711816	3.23686864341234E-12	0.2221956579	0.1983876578	0.8024580473	0.0239444463	0.2029194007
GPR56	1.3360415009	0.6807058921	0.9553652949	0.6667789297	0.9787947069	0.7125651107	0.9014030681	0.0007892938	0.3594977771
IRX2	0.810168574	2.08674240719308E-20	0.7682617035	0.4363898191	0.1632963938	0.0600073092	4.06093490785824E-21	0.1239818044	0.3738879669
DNAJC6	0.526347177	0.1202172555	0.2236111968	1.0188776176	0.42698386	0.5048080949	0.7016443459	0.4245738892	0.4215755344
LRRK2	0.1791648946	4.80438148331509E-21	0.066329123	0.1351945222	0.6575113906	2.31061239305028E-19	0.3865316991	0.1218113038	0.4528475219
SCN3B	3.69146779918822E-09	0.1430892958	0.0546245733	0.9033645489	0.0452274802	0.1619181695	0.1207400342	0.1909180672	0.1444285146
CFLAR-AS1	0.4056964337	0.4996847985	0.2698558333	0.2917427021	0.3755936264	0.7041660931	0.6670215757	0.5101771256	0.4526314153
RGL3	1.2745774304	0.5240036871	3.05669170410971E-21	0.3494979642	0.4888793817	0.4768290031	0.9711725784	0.0877571687	0.274799731
RP11-429J17.6	1.7105600373	0.7015702384	0.7691008158	0.2661780294	0.2324194571	0.2032977848	0.3023220095	0.3779189649	0.0299726002
SLC20A2	0.9267916425	0.7808206943	0.8606876796	0.5536565044	0.6133258092	0.6380715426	0.6646455443	0.8106061881	0.8816859433
MYO6	1.2580819615	0.7998448467	0.6608630095	0.7358066358	0.4669567286	0.6958426299	0.8155570316	0.4765887374	0.7222404976
RP11-713N11.4	0.1093337545	0.2560363852	0.1897860638	0.2708096357	0.1200542098	0.0709707761	0.1469582211	0.0862500877	0.109954174
PON3	0.6608104322	0.5147073503	0.2541316978	0.2505858031	4.44100123036234E-21	0.500545342	0.3225295086	0.0285505471	2.15892527980443E-21
DSC3	0.0147855569	0.2990313558	1.4681334054	0.1974788265	0.0912548914	0.2893514215	0.180867195	0.1629480664	0.0856038817
FGF1	0.1145995057	0.0390798921	0.1356769883	0.0913668318	0.3810082527	0.5262152436	0.1505135971	0.1349929014	0.8910832711
PROC	0.095274532	0.5858882014	0.4126613658	0.4525547807	8.82086849199952E-21	0.0668575398	0.3705917448	0.3646904214	0.1789460776
CDH4	0.0070881489	0.0941942571	0.2161083479	0.3797106681	0.224831482	0.3355477999	0.1902506576	0.2263794829	0.7619538735
RIC3	0.0242279321	2.41816956561742E-20	0.1415641096	0.9988666927	6.37597198979026E-16	0.100959881	0.1951679712	9.44815827562428E-20	0.0548830749
LSR	1.4599114116	0.9755171959	1.0128133416	0.6200650956	0.3499915668	0.6510197977	1.0817318324	0.7508211245	0.1504114362
RARG	0.9498491025	0.5932465102	0.9599811508	0.1649695167	0.6831269115	0.6129440626	0.4365728895	1.0346022547	0.9176024796
STXBP2	1.0921436684	0.8950760684	0.8713050806	0.5810997861	0.338240575	0.8983100635	1.1151144519	0.7430288307	0.1962807667
RP11-44F14.8	0.8732064582	0.2771122077	0.2248601081	0.1099942421	0.0113345839	0.014166991	2.98812154214396E-11	0.0001574943	0.0021861566
DUOX2	0.000000008	0.2832687199	0.6086905921	0.2391863115	0.0212922086	0.1186346298	1.0217404309301E-16	0.1390539227	0.0715611154
FGD4	0.622355893	0.6202354113	0.4726680166	0.5451179212	0.5746761785	0.0384495085	0.6176103042	0.219917271	0.4900208271
SORT1	1.1340095963	0.6190569357	0.6337035245	0.8469712241	0.7758756575	0.4989539319	0.8342533123	0.8012071024	0.9059767415
SHROOM3	1.0196013728	0.7478553981	0.5012187583	0.5135096294	0.193929716	0.1257100838	0.7004078827	0.4916984833	0.6887033594
RP11-64D22.1	0.0069007678	0.1748058997	0.120837917	0.0843664467	0.0417286003	0.0421874	4.23324242514448E-21	0.0461285631	0.0305965431
AADACL2	0.0172950605	0.126227135	0.1131519678	0.0763897456	0.0334475911	0.0162934136	5.57804109262379E-21	0.0499954374	0.0362318074
PACSIN3	1.0181467119	0.59253483	0.9638635182	0.296408622	0.730015038	0.7788944973	0.5418686025	1.2812394565	0.7165418469
TMOD3	0.9662301611	0.7642223872	0.8909224288	0.6482248933	0.6016833301	1.0308312135	0.8399703589	0.814304341	0.8678107057
DAB2IP	0.7849386222	0.7482835518	0.9989065511	0.6742559291	0.6258133955	0.2898500888	0.4152323293	0.8198959793	0.7448560901
BACH2	0.2007620966	0.1001107697	0.2349513118	0.5956116436	0.3123050915	0.3299265478	0.1487631042	0.2562146221	0.2414462723
CYTH3	0.6789162547	0.593371955	0.964402189	0.599426929	0.7951747448	0.7776234633	0.842784292	0.7305563596	0.9293739836
RP11-502I4.1	0.4889855291	0.415016548	0.1990367748	0.3731471717	0.2731065003	0.1861397844	0.2500452827	0.5091901104	0.3187363439
HSPG2	0.6054036554	0.791001912	0.9682401472	0.2761514464	0.7314989423	0.7095751288	1.0826235454	0.6746995102	0.9642788032
NXN	0.1061830274	0.584738128	1.2801934184	0.5930919502	0.3274483757	0.632638524	1.0578597024	0.906624044	0.7911672395
RNF223	1.261716962	0.3413396721	0.3994143372	3.46792526075602E-21	0.0396679603	0.1336199333	0.035655277	0.1314446709	3.11777173368766E-15
C10orf54	0.3026541105	0.5588484867	1.0757462993	1.81441912738134E-09	0.1574247809	0.6946795867	0.8305573445	0.3585893581	0.6487594348
ADPRHL2	0.9413756006	0.7436325832	0.81050789	0.8379362175	0.7472679562	0.9017953035	0.9378817738	0.8915938218	0.9232635671
CAP2	0.5892659599	0.1508370498	0.5834157772	0.3852177818	0.6699264779	0.569177659	0.898288222	1.0390852887	1.0884779068
AP3B2	0.0919829935	0.0420866909	0.304933319	1.156801683	0.4171381553	0.0002644247	0.1135320268	0.4331898365	0.1616400385
MAB21L3	0.2649844948	0.2301328639	0.3911610551	0.0954118825	0.1891625519	2.34716307868046E-21	0.3568622733	2.39390269657153E-16	0.1832726996
CNKSR1	1.2396512699	0.6143109256	0.737201169	0.3711936759	0.1320829637	0.530774672	0.2712928889	0.4867765959	0.080255275
AMOTL1	0.7124428141	1.33219360404408E-08	0.9866463829	0.8912360237	0.8256188782	0.7248715699	0.7021092517	0.444893976	0.8697947706
MAP3K9	0.7310137946	0.4888717601	0.6781611228	0.7606278757	0.3919980243	0.8463768141	0.6576027521	0.5915629475	1.40694645477902E-10
NT5C2	0.9481087917	0.7780795649	0.7788267201	0.6462733072	0.5253556683	0.8502049482	0.9081132315	0.9131707399	0.8647201112
MUC19	0.1859486981	0.0217691623	1.66547487657329E-21	0.1673960959	0.1407863216	1.4675593465413E-21	0.0293153935	0.0870472631	0.0635251011
CDX2	0.0367730785	1.2081171975	0.2260685916	0.1995596123	0.0440571529	5.14694417538651E-21	4.48112963300309E-21	0.3755281656	0.0185167119
FZD5	0.5127422296	0.9563947768	0.4613920851	0.5310952082	0.4111207592	0.3125041208	0.6700757288	0.7153149953	0.3084488708
GRHL1	1.3399022369	0.327184942	0.5868484048	0.4109718155	0.3806024372	0.2731509224	0.2440296595	0.5472976626	0.2342505144
TGFBR1	0.7072956415	0.483022721	0.7909718136	0.8385427744	0.7149432235	0.5994036855	0.6390498042	0.7068718983	0.9754389785
EXOC6B	0.5134393499	0.4093769162	0.8320637994	0.5399855098	0.5094559229	0.561122387	0.4837161499	0.7593834344	0.7065775164
UBE2H	1.0050593947	0.8652668076	0.9408045102	0.7832857989	0.7684115982	0.91888861	0.9972157159	0.8918088081	0.9866459409
