Cell Line Name	Best Cell Line Name
idCell:538	NCIH2196
H2198	H2198
CDDB:155503	H2198
NCIH2227	NCIH2227
NCIH2227_LUNG	NCIH2227
H2227	NCIH2227
NCI-H2227	NCIH2227
CDDB:155504	NCIH2227
ACH-000610	NCIH2227
idCell:539	NCIH2227
NCIH2228	NCIH2228
NCIH2228_LUNG	NCIH2228
NCI-H2228	NCIH2228
H2228	NCIH2228
CDDB:155505	NCIH2228
ACH-000447	NCIH2228
idCell:540	NCIH2228
H2250	H2250
CDDB:155506	H2250
H2258	H2258
CDDB:155507	H2258
H2280	H2280
CDDB:155508	H2280
H2284	H2284
CDDB:155509	H2284
NCIH2286	NCIH2286
NCIH2286_LUNG	NCIH2286
H2286	NCIH2286
NCI-H2286	NCIH2286
CDDB:155510	NCIH2286
ACH-000912	NCIH2286
idCell:816	NCIH2286
NCIH2291	NCIH2291
NCIH2291_LUNG	NCIH2291
H2291	NCIH2291
NCI-H2291	NCIH2291
CDDB:155511	NCIH2291
ACH-000718	NCIH2291
idCell:542	NCIH2291
NCIH2330	NCIH2330
H2330	NCIH2330
CDDB:155512	NCIH2330
idCell:1035	NCIH2330
NCIH2342	NCIH2342
NCIH2342_LUNG	NCIH2342
H2342	NCIH2342
NCI-H2342	NCIH2342
CDDB:155513	NCIH2342
ACH-000951	NCIH2342
idCell:543	NCIH2342
NCIH2347	NCIH2347
NCIH2347_LUNG	NCIH2347
NCI-H2347	NCIH2347
H2347	NCIH2347
CDDB:155514	NCIH2347
ACH-000875	NCIH2347
idCell:544	NCIH2347
H2373	H2373
H2373_LUNG	H2373
CDDB:155515	H2373
ACH-002124	H2373
H2380	H2380
CDDB:155516	H2380
H2403	H2403
CDDB:155517	H2403
NCIH2405	NCIH2405
NCIH2405_LUNG	NCIH2405
H2405	NCIH2405
NCI-H2405	NCIH2405
CDDB:155518	NCIH2405
ACH-000121	NCIH2405
idCell:546	NCIH2405
NCIH2444	NCIH2444
NCIH2444_LUNG	NCIH2444
NCI-H2444	NCIH2444
H2444	NCIH2444
CDDB:155519	NCIH2444
ACH-000186	NCIH2444
idCell:547	NCIH2444
NCIH2452	NCIH2452
NCIH2452_PLEURA	NCIH2452
H2452	NCIH2452
NCI-H2452	NCIH2452
CDDB:155520	NCIH2452
ACH-000092	NCIH2452
idCell:548	NCIH2452
NCIH2882	NCIH2882
NCIH2882_LUNG	NCIH2882
NCI-H2882	NCIH2882
H2882	NCIH2882
CDDB:155521	NCIH2882
ACH-000700	NCIH2882
NCIH2887	NCIH2887
NCIH2887_LUNG	NCIH2887
NCI-H2887	NCIH2887
H2887	NCIH2887
CDDB:155522	NCIH2887
ACH-000251	NCIH2887
NCIH3122	NCIH3122
NCIH3122_LUNG	NCIH3122
NCI-H3122	NCIH3122
H3122	NCIH3122
CDDB:155523	NCIH3122
ACH-000337	NCIH3122
NCIH3255	NCIH3255
NCIH3255_LUNG	NCIH3255
NCI-H3255	NCIH3255
H3255	NCIH3255
[MERGED_TO_ACH-000109]H3255_LUNG	NCIH3255
CDDB:155524	NCIH3255
ACH-000109	NCIH3255
idCell:859	NCIH3255
HCC5	HCC5
CDDB:155525	HCC5
HCC10	HCC10
CDDB:155526	HCC10
HCC12	HCC12
CDDB:155527	HCC12
HCC19	HCC19
CDDB:155528	HCC19
HCC20	HCC20
CDDB:155529	HCC20
HCC31	HCC31
CDDB:155530	HCC31
HCC41	HCC41
CDDB:155531	HCC41
HCC60	HCC60
CDDB:155532	HCC60
HCC89	HCC89
CDDB:155533	HCC89
HCC90	HCC90
CDDB:155534	HCC90
HCC103	HCC103
CDDB:155535	HCC103
HCC122	HCC122
CDDB:155536	HCC122
HCC128	HCC128
CDDB:155537	HCC128
HCC149	HCC149
CDDB:155538	HCC149
HCC229	HCC229
CDDB:155539	HCC229
HCC242	HCC242
CDDB:155540	HCC242
HCC263	HCC263
CDDB:155541	HCC263
HCC267	HCC267
CDDB:155542	HCC267
HCC317	HCC317
CDDB:155543	HCC317
HCC345	HCC345
CDDB:155544	HCC345
HCC374	HCC374
CDDB:155545	HCC374
HCC379	HCC379
CDDB:155546	HCC379
HCC407	HCC407
CDDB:155547	HCC407
HCC420	HCC420
CDDB:155548	HCC420
HCC435	HCC435
CDDB:155549	HCC435
HCC446	HCC446
CDDB:155550	HCC446
HCC555	HCC555
CDDB:155551	HCC555
HCC590	HCC590
CDDB:155552	HCC590
HCC597	HCC597
CDDB:155553	HCC597
HCC630	HCC630
CDDB:155554	HCC630
HCC653	HCC653
CDDB:155555	HCC653
HCC711	HCC711
CDDB:155556	HCC711
HCC712	HCC712
CDDB:155557	HCC712
HCC815	HCC815
CDDB:155558	HCC815
HCC824	HCC824
CDDB:155559	HCC824
HCC826	HCC826
CDDB:155560	HCC826
HCC841	HCC841
CDDB:155561	HCC841
HCC845	HCC845
CDDB:155562	HCC845
HCC850	HCC850
CDDB:155563	HCC850
HCC853	HCC853
CDDB:155564	HCC853
HCC880	HCC880
CDDB:155565	HCC880
HCC889	HCC889
CDDB:155566	HCC889
HCC954	HCC954
CDDB:155567	HCC954
HCC956	HCC956
CDDB:155568	HCC956
HCC970	HCC970
CDDB:155569	HCC970
HCC973	HCC973
CDDB:155570	HCC973
HCC985	HCC985
CDDB:155571	HCC985
HCC1007	HCC1007
CDDB:155572	HCC1007
HCC1010	HCC1010
CDDB:155573	HCC1010
HCC1011	HCC1011
CDDB:155574	HCC1011
HCC1033	HCC1033
CDDB:155575	HCC1033
HCC1035	HCC1035
CDDB:155576	HCC1035
HCC1037	HCC1037
CDDB:155577	HCC1037
HCC1042	HCC1042
CDDB:155578	HCC1042
HCC1054	HCC1054
CDDB:155579	HCC1054
HCC1057	HCC1057
CDDB:155580	HCC1057
HCC1068	HCC1068
CDDB:155581	HCC1068
HCC1106	HCC1106
CDDB:155582	HCC1106
HCC1115	HCC1115
CDDB:155583	HCC1115
HCC1139	HCC1139
CDDB:155584	HCC1139
HCC1140	HCC1140
CDDB:155585	HCC1140
HCC1158	HCC1158
CDDB:155586	HCC1158
HCC1159	HCC1159
CDDB:155587	HCC1159
HCC1162	HCC1162
CDDB:155588	HCC1162
HCC1192	HCC1192
CDDB:155589	HCC1192
HCC1205	HCC1205
CDDB:155590	HCC1205
HCC1210	HCC1210
CDDB:155591	HCC1210
HCC1217	HCC1217
CDDB:155592	HCC1217
HCC1220	HCC1220
CDDB:155593	HCC1220
HCC1260	HCC1260
CDDB:155594	HCC1260
HCC1261	HCC1261
CDDB:155595	HCC1261
HCC1263	HCC1263
CDDB:155596	HCC1263
HCC1266	HCC1266
CDDB:155597	HCC1266
HCC1311	HCC1311
CDDB:155598	HCC1311
HCC1313	HCC1313
CDDB:155599	HCC1313
HCC1314	HCC1314
CDDB:155600	HCC1314
HCC1319	HCC1319
CDDB:155601	HCC1319
HCC1323	HCC1323
CDDB:155602	HCC1323
HCC1347	HCC1347
CDDB:155603	HCC1347
HCC1354	HCC1354
CDDB:155604	HCC1354
HCC1360	HCC1360
CDDB:155605	HCC1360
HCC1367	HCC1367
CDDB:155606	HCC1367
HCC1375	HCC1375
CDDB:155607	HCC1375
HCC1385	HCC1385
CDDB:155608	HCC1385
HCC1386	HCC1386
CDDB:155609	HCC1386
HCC1393	HCC1393
CDDB:155610	HCC1393
HCC1403	HCC1403
CDDB:155611	HCC1403
HCC1405	HCC1405
CDDB:155612	HCC1405
HCC1426	HCC1426
CDDB:155613	HCC1426
HCC1437	HCC1437
CDDB:155614	HCC1437
HCC1445	HCC1445
CDDB:155615	HCC1445
HCC1448	HCC1448
CDDB:155616	HCC1448
HCC1482	HCC1482
CDDB:155617	HCC1482
HCC1493	HCC1493
CDDB:155618	HCC1493
HCC1498	HCC1498
CDDB:155619	HCC1498
HCC1501	HCC1501
CDDB:155620	HCC1501
HCC1510	HCC1510
CDDB:155621	HCC1510
HCC1534	HCC1534
CDDB:155622	HCC1534
HCC1561	HCC1561
CDDB:155623	HCC1561
HCC1576	HCC1576
CDDB:155624	HCC1576
HCC1581	HCC1581
CDDB:155625	HCC1581
HCC1595	HCC1595
CDDB:155626	HCC1595
HCC1623	HCC1623
CDDB:155627	HCC1623
HCC1629	HCC1629
CDDB:155628	HCC1629
HCC1637	HCC1637
CDDB:155629	HCC1637
HCC1671	HCC1671
CDDB:155630	HCC1671
HCC1683	HCC1683
CDDB:155631	HCC1683
HCC1685	HCC1685
CDDB:155632	HCC1685
HCC1686	HCC1686
CDDB:155633	HCC1686
HCC1688	HCC1688
CDDB:155634	HCC1688
HCC1705	HCC1705
CDDB:155635	HCC1705
HCC1719	HCC1719
CDDB:155636	HCC1719
HCC1739	HCC1739
CDDB:155637	HCC1739
HCC1772	HCC1772
CDDB:155638	HCC1772
HCC1819	HCC1819
CDDB:155639	HCC1819
HCC1820	HCC1820
CDDB:155640	HCC1820
HCC1895	HCC1895
CDDB:155641	HCC1895
HCC1908	HCC1908
CDDB:155642	HCC1908
HCC1943	HCC1943
CDDB:155643	HCC1943
HCC1944	HCC1944
CDDB:155644	HCC1944
HCC1945	HCC1945
CDDB:155645	HCC1945
HCC1963	HCC1963
CDDB:155646	HCC1963
HCC1972	HCC1972
CDDB:155647	HCC1972
HCC1974	HCC1974
CDDB:155648	HCC1974
HCC1975	HCC1975
CDDB:155649	HCC1975
HCC2036	HCC2036
CDDB:155650	HCC2036
HCC2038	HCC2038
CDDB:155651	HCC2038
HCC2041	HCC2041
CDDB:155652	HCC2041
HCC2098	HCC2098
CDDB:155653	HCC2098
HCC2099	HCC2099
CDDB:155654	HCC2099
HCC2141	HCC2141
CDDB:155655	HCC2141
HCC2270	HCC2270
CDDB:155656	HCC2270
HCC2277	HCC2277
CDDB:155657	HCC2277
HCC2302	HCC2302
CDDB:155658	HCC2302
HCC2307	HCC2307
CDDB:155659	HCC2307
HCC2308	HCC2308
CDDB:155660	HCC2308
HCC2312	HCC2312
CDDB:155661	HCC2312
HCC2344	HCC2344
CDDB:155662	HCC2344
HCC2352	HCC2352
CDDB:155663	HCC2352
HCC2374	HCC2374
CDDB:155664	HCC2374
HCC2389	HCC2389
CDDB:155665	HCC2389
HCC2393	HCC2393
CDDB:155666	HCC2393
HCC2414	HCC2414
CDDB:155667	HCC2414
HCC2433	HCC2433
CDDB:155668	HCC2433
HCC2565	HCC2565
CDDB:155669	HCC2565
HCC2621	HCC2621
CDDB:155670	HCC2621
HCC2637	HCC2637
CDDB:155671	HCC2637
HCC2677	HCC2677
CDDB:155672	HCC2677
HCC2688	HCC2688
HCC2688_BREAST	HCC2688
CDDB:155673	HCC2688
ACH-002323	HCC2688
HCC2695	HCC2695
CDDB:155674	HCC2695
HCC2771	HCC2771
CDDB:155675	HCC2771
HCC2783	HCC2783
CDDB:155676	HCC2783
HCC2846	HCC2846
CDDB:155677	HCC2846
HCC2858	HCC2858
CDDB:155678	HCC2858
HCC2877	HCC2877
CDDB:155679	HCC2877
HCC2879	HCC2879
CDDB:155680	HCC2879
HCC2885	HCC2885
CDDB:155681	HCC2885
HCC2958	HCC2958
CDDB:155682	HCC2958
HCC2962	HCC2962
CDDB:155683	HCC2962
HCC2974	HCC2974
CDDB:155684	HCC2974
HCC3051	HCC3051
CDDB:155685	HCC3051
HCC3153	HCC3153
HCC3153_BREAST	HCC3153
CDDB:155686	HCC3153
ACH-002324	HCC3153
HCC3172	HCC3172
CDDB:155687	HCC3172
HCC3270	HCC3270
CDDB:155688	HCC3270
HCC3335	HCC3335
CDDB:155689	HCC3335
HCC3418	HCC3418
CDDB:155690	HCC3418
HCC4000	HCC4000
CDDB:155691	HCC4000
HCC4001	HCC4001
CDDB:155692	HCC4001
HCC4002	HCC4002
CDDB:155693	HCC4002
HCC4003	HCC4003
CDDB:155694	HCC4003
HCC4004	HCC4004
CDDB:155695	HCC4004
HCC4005	HCC4005
CDDB:155696	HCC4005
HCC4011	HCC4011
CDDB:155697	HCC4011
HCC4012	HCC4012
CDDB:155698	HCC4012
HCC4017	HCC4017
CDDB:155699	HCC4017
HCC4018	HCC4018
CDDB:155700	HCC4018
HCC4019	HCC4019
CDDB:155701	HCC4019
HCC4021	HCC4021
CDDB:155702	HCC4021
HCC4032	HCC4032
CDDB:155703	HCC4032
HCC5000	HCC5000
CDDB:155704	HCC5000
HCC5001	HCC5001
CDDB:155705	HCC5001
HCC5002	HCC5002
CDDB:155706	HCC5002
HCC5003	HCC5003
CDDB:155707	HCC5003
HCC5005	HCC5005
CDDB:155708	HCC5005
HCC5006	HCC5006
CDDB:155709	HCC5006
HCC5007	HCC5007
CDDB:155710	HCC5007
HCC5008	HCC5008
CDDB:155711	HCC5008
HCC5009	HCC5009
CDDB:155712	HCC5009
HCC5010	HCC5010
CDDB:155713	HCC5010
HCC5011	HCC5011
CDDB:155714	HCC5011
HCC5012	HCC5012
CDDB:155715	HCC5012
HCC5013	HCC5013
CDDB:155716	HCC5013
HCC5014	HCC5014
CDDB:155717	HCC5014
HCC5015	HCC5015
CDDB:155718	HCC5015
HCC5016	HCC5016
CDDB:155719	HCC5016
HCC5017	HCC5017
CDDB:155720	HCC5017
HCC5018	HCC5018
CDDB:155721	HCC5018
HCC5019	HCC5019
CDDB:155722	HCC5019
HCC5020	HCC5020
CDDB:155723	HCC5020
HCC5021	HCC5021
CDDB:155724	HCC5021
HCC5022	HCC5022
CDDB:155725	HCC5022
HCC5023	HCC5023
CDDB:155726	HCC5023
HCC5024	HCC5024
CDDB:155727	HCC5024
HCC5025	HCC5025
CDDB:155728	HCC5025
HCC5026	HCC5026
CDDB:155729	HCC5026
HCC5027	HCC5027
CDDB:155730	HCC5027
HCC5028	HCC5028
CDDB:155731	HCC5028
HCC5030	HCC5030
CDDB:155732	HCC5030
HCC5032	HCC5032
CDDB:155733	HCC5032
HCC5033	HCC5033
CDDB:155734	HCC5033
HCC5034	HCC5034
CDDB:155735	HCC5034
HCC5035	HCC5035
CDDB:155736	HCC5035
HCC5036	HCC5036
CDDB:155737	HCC5036
HCC5037	HCC5037
CDDB:155738	HCC5037
HCC5038	HCC5038
CDDB:155739	HCC5038
HCC5040	HCC5040
CDDB:155740	HCC5040
HCC5041	HCC5041
CDDB:155741	HCC5041
HCC5042	HCC5042
CDDB:155742	HCC5042
HCC5043	HCC5043
CDDB:155743	HCC5043
HCC5044	HCC5044
CDDB:155744	HCC5044
N177	N177
CDDB:155745	N177
N179	N179
CDDB:155746	N179
N230	N230
CDDB:155747	N230
N231	N231
CDDB:155748	N231
N390	N390
CDDB:155749	N390
N408	N408
CDDB:155750	N408
N592	N592
CDDB:155751	N592
SNU-55	SNU-55
CDDB:155752	SNU-55
184A1	184A1
184A1_BREAST	184A1
CDDB:155753	184A1
ACH-002319	184A1
184B5	184B5
184B5_BREAST	184B5
CDDB:155754	184B5
ACH-001827	184B5
600MPE	600MPE
600MPE_BREAST	600MPE
CDDB:155755	600MPE
ACH-002320	600MPE
B2-17	B2-17
CDDB:155756	B2-17
BC1	BC1
BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BC1
BC-1	BC1
CDDB:155757	BC1
ACH-002214	BC1
BOKU	BOKU
CDDB:155758	BOKU
BONNA12	BONNA12
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID	BONNA12
BONNA-12	BONNA12
CDDB:155759	BONNA12
ACH-001452	BONNA12
BPH1	BPH1
BPH1_PROSTATE	BPH1
BPH-1	BPH1
CDDB:155760	BPH1
ACH-001453	BPH1
C-4-II	C-4-II
CDDB:155761	C-4-II
CESS	CESS
CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CESS
CDDB:155762	CESS
ACH-002218	CESS
CHP134	CHP134
CHP134_AUTONOMIC_GANGLIA	CHP134
CHP-134	CHP134
CDDB:155763	CHP134
ACH-001338	CHP134
COLO-720E	COLO-720E
CDDB:155764	COLO-720E
CROAP2	CROAP2
CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CROAP2
CRO-AP2	CROAP2
CDDB:155765	CROAP2
ACH-002220	CROAP2
CRO-AP5	CRO-AP5
CDDB:155766	CRO-AP5
D-384MED	D-384MED
CDDB:155767	D-384MED
D-458MED	D-458MED
CDDB:155768	D-458MED
D-556MED	D-556MED
CDDB:155769	D-556MED
EB3	EB3
EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB3
EB-3	EB3
CDDB:155770	EB3
ACH-002236	EB3
EW3	EW3
EW3_BONE	EW3
EW-3	EW3
CDDB:155771	EW3
ACH-002118	EW3
EW7	EW7
EW7_BONE	EW7
EW-7	EW7
CDDB:155772	EW7
ACH-002119	EW7
GA-10-Clone-20	GA-10-Clone-20
CDDB:155773	GA-10-Clone-20
GIMEN	GIMEN
GIMEN_AUTONOMIC_GANGLIA	GIMEN
GI-ME-N	GIMEN
CDDB:155774	GIMEN
ACH-001344	GIMEN
HCET	HCET
HCET_UPPER_AERODIGESTIVE_TRACT	HCET
HCE-T	HCET
CDDB:155775	HCET
ACH-002336	HCET
ITO-II	ITO-II
CDDB:155776	ITO-II
JAR	JAR
JAR_PLACENTA	JAR
CDDB:155777	JAR
ACH-001529	JAR
JEG3	JEG3
JEG3_PLACENTA	JEG3
JEG-3	JEG3
CDDB:155778	JEG3
ACH-001530	JEG3
LY2	LY2
LY2_BREAST	LY2
CDDB:155779	LY2
ACH-002325	LY2
MC1010	MC1010
MC1010_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC1010
MC-1010	MC1010
CDDB:155780	MC1010
ACH-002390	MC1010
MCF-10F	MCF-10F
CDDB:155781	MCF-10F
MCF12A	MCF12A
MCF12A_BREAST	MCF12A
MCF-12A	MCF12A
CDDB:155782	MCF12A
ACH-002327	MCF12A
MCIXC	MCIXC
MCIXC_BONE	MCIXC
MC-IXC	MCIXC
CDDB:155783	MCIXC
ACH-002160	MCIXC
NB16	NB16
CDDB:155784	NB16
NB17	NB17
NB17_NERVOUS_SYSTEM	NB17
CDDB:155785	NB17
ACH-002282	NB17
NB19	NB19
CDDB:155786	NB19
NB5	NB5
NB5_NERVOUS_SYSTEM	NB5
CDDB:155787	NB5
ACH-002283	NB5
NB69	NB69
NB69_AUTONOMIC_GANGLIA	NB69
CDDB:155788	NB69
ACH-002083	NB69
NEC8	NEC8
NEC8_TESTIS	NEC8
CDDB:155789	NEC8
ACH-002288	NEC8
NY	NY
NY_BONE	NY
CDDB:155790	NY
ACH-002178	NY
PD1503a	PD1503a
CDDB:155791	PD1503a
QIMRWIL	QIMRWIL
QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	QIMRWIL
QIMR-WIL	QIMRWIL
CDDB:155792	QIMRWIL
ACH-002299	QIMRWIL
RF48	RF48
RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RF48
RF-48	RF48
CDDB:155793	RF48
ACH-002301	RF48
RPMI8866	RPMI8866
RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI8866
RPMI-8866	RPMI8866
CDDB:155794	RPMI8866
ACH-002302	RPMI8866
SCC3	SCC3
SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SCC3
SCC-3	SCC3
CDDB:155795	SCC3
ACH-001642	SCC3
SCCH-26	SCCH-26
CDDB:155796	SCCH-26
SCLC22H	SCLC22H
SCLC22H_LUNG	SCLC22H
SCLC-22H	SCLC22H
CDDB:155797	SCLC22H
ACH-001386	SCLC22H
SUM225CWN	SUM225CWN
SUM225CWN_BREAST	SUM225CWN
SUM-225CWN	SUM225CWN
CDDB:155798	SUM225CWN
ACH-001397	SUM225CWN
TCO-1	TCO-1
CDDB:155799	TCO-1
TE-161-T	TE-161-T
CDDB:155800	TE-161-T
TI-73	TI-73
CDDB:155801	TI-73
ZR75B	ZR75B
ZR75B_BREAST	ZR75B
ZR-75-B	ZR75B
CDDB:155802	ZR75B
ACH-002331	ZR75B
BT232	BT232
CDDB:155803	BT232
BT245	BT245
CDDB:155804	BT245
BT271	BT271
CDDB:155805	BT271
BT286	BT286
CDDB:155806	BT286
BT320	BT320
CDDB:155807	BT320
BT328	BT328
CDDB:155808	BT328
BT330	BT330
CDDB:155809	BT330
BT333	BT333
CDDB:155810	BT333
BT340	BT340
CDDB:155811	BT340
BT359	BT359
CDDB:155812	BT359
BT416	BT416
CDDB:155813	BT416
BT422	BT422
CDDB:155814	BT422
BT428	BT428
CDDB:155815	BT428
BT440	BT440
CDDB:155816	BT440
BT444	BT444
CDDB:155817	BT444
BT482	BT482
CDDB:155818	BT482
BT504	BT504
CDDB:155819	BT504
BT12	BT12
BT12_SOFT_TISSUE	BT12
CDDB:155820	BT12
ACH-000160	BT12
BT16	BT16
BT16_SOFT_TISSUE	BT16
CDDB:155821	BT16
ACH-001020	BT16
TM87-16	TM87-16
CDDB:155822	TM87-16
2004	2004
CDDB:155823	2004
TTC709	TTC709
TTC709_SOFT_TISSUE	TTC709
CDDB:155824	TTC709
ACH-000597	TTC709
ASKA	ASKA
ASKA_SOFT_TISSUE	ASKA
CDDB:155825	ASKA
YAMATO	YAMATO
YAMATO_SOFT_TISSUE	YAMATO
CDDB:155826	YAMATO
ACH-001277	YAMATO
SYO1	SYO1
SYO1_SOFT_TISSUE	SYO1
CDDB:155827	SYO1
ACH-001275	SYO1
HNT342	HNT342
HNT-34-2	HNT342
CDDB:155828	HNT342
INA62	INA62
INA-6-2	INA62
CDDB:155829	INA62
KMS182	KMS182
KMS-18-2	KMS182
CDDB:155830	KMS182
NCIH2004RT	NCIH2004RT
NCIH2004RT_SOFT_TISSUE	NCIH2004RT
H2004RT	NCIH2004RT
NCI-H2004RT	NCIH2004RT
CDDB:155831	NCIH2004RT
ACH-000533	NCIH2004RT
NHA	NHA
OCIMY52	OCIMY52
OCI-MY5-2	OCIMY52
CDDB:155833	OCIMY52
OCIMY72	OCIMY72
OCI-MY7-2	OCIMY72
CDDB:155834	OCIMY72
OPM12	OPM12
OPM-1-2	OPM12
CDDB:155835	OPM12
PLB9852	PLB9852
PLB-985-2	PLB9852
CDDB:155836	PLB9852
SKNO12	SKNO12
SKNO-1-2	SKNO12
CDDB:155837	SKNO12
TM87	TM87
TM87_SOFT_TISSUE	TM87
TM-87	TM87
CDDB:155838	TM87
ACH-000172	TM87
Ba/F3	Ba/F3
BaF3	Ba/F3
CDDB:155839	Ba/F3
MLL-AF9;NrasG12D	MLL-AF9;NrasG12D
MLL-AF9/NrasG12D	MLL-AF9;NrasG12D
CDDB:155840	MLL-AF9;NrasG12D
U-CH1	U-CH1
CDDB:155841	U-CH1
UMSCC-14A	UMSCC-14A
CDDB:155842	UMSCC-14A
PCI15A	PCI15A
PCI-15A	PCI15A
PCI15A_HEAD_AND_NECK	PCI15A
CDDB:155843	PCI15A
ACH-002294	PCI15A
PCI-15B	PCI-15B
CDDB:155844	PCI-15B
UMSCC-38	UMSCC-38
CDDB:155845	UMSCC-38
JHU-019	JHU-019
CDDB:155846	JHU-019
UMSCC-47	UMSCC-47
CDDB:155847	UMSCC-47
SNG-II	SNG-II
SNGII	SNG-II
CDDB:155848	SNG-II
NHAHTDD	NHAHTDD
NHAHTDD_CENTRAL_NERVOUS_SYSTEM	NHAHTDD
NHA_HT_DD	NHAHTDD
CDDB:155849	NHAHTDD
ACH-001142	NHAHTDD
MOLT3_MOLT4	MOLT3_MOLT4
CDDB:155850	MOLT3_MOLT4
COLO201_COLO205	COLO201_COLO205
CDDB:155851	COLO201_COLO205
KD	KD
KD_SOFT_TISSUE	KD
CDDB:155852	KD
ACH-001099	KD
MKL1	MKL1
MKL1_SKIN	MKL1
CDDB:155853	MKL1
ACH-001122	MKL1
MKL2	MKL2
MKL2_SKIN	MKL2
CDDB:155854	MKL2
ACH-001123	MKL2
PETA	PETA
PETA_SKIN	PETA
CDDB:155855	PETA
ACH-001170	PETA
SUMB002	SUMB002
SUMB002_CENTRAL_NERVOUS_SYSTEM	SUMB002
CDDB:155856	SUMB002
ACH-001201	SUMB002
TTC549	TTC549
TTC549_SOFT_TISSUE	TTC549
CDDB:155857	TTC549
ACH-001211	TTC549
HBEC30-KT	HBEC30-KT
HBEC30KT	HBEC30-KT
CDDB:155858	HBEC30-KT
CBAGPN	CBAGPN
CBAGPN_BONE	CBAGPN
CDDB:155859	CBAGPN
ACH-001022	CBAGPN
CHLA10	CHLA10
CHLA10_BONE	CHLA10
CDDB:155860	CHLA10
ACH-001029	CHLA10
CHLA218	CHLA218
CHLA218_BONE	CHLA218
CDDB:155861	CHLA218
ACH-001030	CHLA218
CHLA32	CHLA32
CHLA32_BONE	CHLA32
CDDB:155862	CHLA32
ACH-001032	CHLA32
CHLA57	CHLA57
CHLA57_BONE	CHLA57
CDDB:155863	CHLA57
ACH-001033	CHLA57
CHLA9	CHLA9
CHLA9_BONE	CHLA9
CDDB:155864	CHLA9
ACH-001034	CHLA9
CHLA99	CHLA99
CHLA99_BONE	CHLA99
CDDB:155865	CHLA99
ACH-001035	CHLA99
COGE352	COGE352
COGE352_BONE	COGE352
CDDB:155866	COGE352
ACH-001038	COGE352
TC106	TC106
TC106_BONE	TC106
CDDB:155867	TC106
ACH-001283	TC106
TC138	TC138
TC138_BONE	TC138
CDDB:155868	TC138
ACH-001430	TC138
TC205	TC205
TC205_BONE	TC205
CDDB:155869	TC205
ACH-001431	TC205
PEDS018T_CENTRAL_NERVOUS_SYSTEM	PEDS018T_CENTRAL_NERVOUS_SYSTEM
PEDS018T	PEDS018T_CENTRAL_NERVOUS_SYSTEM
CDDB:155870	PEDS018T_CENTRAL_NERVOUS_SYSTEM
R256_CENTRAL_NERVOUS_SYSTEM	R256_CENTRAL_NERVOUS_SYSTEM
R256	R256_CENTRAL_NERVOUS_SYSTEM
CDDB:155871	R256_CENTRAL_NERVOUS_SYSTEM
R262	R262
R262_CENTRAL_NERVOUS_SYSTEM	R262
CDDB:155872	R262
ACH-001173	R262
R308_CENTRAL_NERVOUS_SYSTEM	R308_CENTRAL_NERVOUS_SYSTEM
R308	R308_CENTRAL_NERVOUS_SYSTEM
CDDB:155873	R308_CENTRAL_NERVOUS_SYSTEM
SUMB004_CENTRAL_NERVOUS_SYSTEM	SUMB004_CENTRAL_NERVOUS_SYSTEM
SUMB004	SUMB004_CENTRAL_NERVOUS_SYSTEM
CDDB:155874	SUMB004_CENTRAL_NERVOUS_SYSTEM
UW228	UW228
UW228_CENTRAL_NERVOUS_SYSTEM	UW228
CDDB:155875	UW228
ACH-001232	UW228
DERL2	DERL2
DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DERL2
CDDB:155876	DERL2
ACH-001057	DERL2
DL40	DL40
DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DL40
CDDB:155877	DL40
ACH-001060	DL40
FEPD	FEPD
FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	FEPD
CDDB:155878	FEPD
ACH-001068	FEPD
KARPAS384	KARPAS384
KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS384
CDDB:155879	KARPAS384
ACH-001097	KARPAS384
KHYG	KHYG
KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHYG
CDDB:155880	KHYG
ACH-001100	KHYG
MAC2A	MAC2A
MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MAC2A
CDDB:155881	MAC2A
ACH-001119	MAC2A
MTA	MTA
MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MTA
CDDB:155882	MTA
ACH-001132	MTA
MYLA	MYLA
MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MYLA
CDDB:155883	MYLA
ACH-001134	MYLA
NKL	NKL
NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NKL
CDDB:155884	NKL
ACH-001143	NKL
